Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
NCV29,118.0,Low Fat,38235337.0,Health and Hygiene,1775686,OUT010,1998,Small,Tier 3,Grocery Store,7110744
FDT08,206.0,Low Fat,48980156.0,Fruits and Vegetables,148705,OUT027,1985,Medium,Tier 3,Supermarket Type3,29961
NCQ43,906.0,Low Fat,194874778.0,Others,1102912,OUT019,1985,Small,Tier 1,Grocery Store,2183824
NCA54,165.0,Low Fat,36611104.0,Household,1809318,OUT013,1987,High,Tier 3,Supermarket Type1,32477724
FDW55,126.0,Regular,67329353.55021834,Fruits and Vegetables,2488092,OUT035,2004,Small,Tier 2,Supermarket Type1,67232484
FDI10,742.0,Regular,7802465.0,Snack Foods,1714422,OUT027,1985,Medium,Tier 3,Supermarket Type3,3448844
NCS53,196.0,Low Fat,157190017.0,Health and Hygiene,1568604,OUT019,1985,Small,Tier 1,Grocery Store,3169208
FDZ35,655.0,Regular,22170592.0,Breads,105199,OUT027,1985,Medium,Tier 3,Supermarket Type3,3199169
FDF10,155.0,Regular,156797787.0,Snack Foods,1486418,OUT013,1987,High,Tier 3,Supermarket Type1,39728286
FDO38,1725.0,Low Fat,7325106.0,Canned,764986,OUT017,2007,Small,Tier 2,Supermarket Type1,778986
FDY45,175.0,Low Fat,26289984.0,Snack Foods,2537356,OUT017,2007,Small,Tier 2,Supermarket Type1,3815034
FDC40,16.0,Regular,65328932.0,Dairy,784986,OUT018,2009,Medium,Tier 3,Supermarket Type2,17916678
NCO54,195.0,Low Fat,14296484.0,Household,537614,OUT049,1999,Medium,Tier 1,Supermarket Type1,14367964
FDQ14,927.0,Low Fat,62038986.0,Dairy,148005,OUT018,2009,Medium,Tier 3,Supermarket Type2,179766
FDM10,1825.0,Low Fat,75908374.0,Snack Foods,2134218,OUT013,1987,High,Tier 3,Supermarket Type1,38469924
DRK23,8395.0,Low Fat,72383777.0,Hard Drinks,251504,OUT017,2007,Small,Tier 2,Supermarket Type1,7084112
NCR17,98.0,Low Fat,24363026.0,Health and Hygiene,1140492,OUT013,1987,High,Tier 3,Supermarket Type1,20852856
FDG31,617.0,Low Fat,66351687.0,Meat,650826,OUT019,1985,Small,Tier 1,Grocery Store,1937478
FDH02,727.0,Regular,20823289.0,Canned,924488,OUT045,2002,Small,Tier 2,Supermarket Type1,9960368
DRH37,176.0,Low Fat,41851756.0,Soft Drinks,1627526,OUT017,2007,Small,Tier 2,Supermarket Type1,31245994
DRC36,13.0,Regular,45239326.0,Soft Drinks,1741054,OUT017,2007,Small,Tier 2,Supermarket Type1,4377635
FDB56,875.0,Regular,74778547.0,Fruits and Vegetables,1863556,OUT045,2002,Small,Tier 2,Supermarket Type1,35673564
NCK54,1215.0,Low Fat,29583249.0,Household,114715,OUT045,2002,Small,Tier 2,Supermarket Type1,1048635
NCQ17,103.0,Low Fat,53790578.42710473,Health and Hygiene,154663,OUT013,1987,High,Tier 3,Supermarket Type1,2816334
FDM13,6425.0,Low Fat,63432676.0,Breakfast,1328626,OUT018,2009,Medium,Tier 3,Supermarket Type2,5246504
FDT44,166.0,Low Fat,103406065.0,Fruits and Vegetables,1164466,OUT018,2009,Medium,Tier 3,Supermarket Type2,1178466
FDO28,751.5,Low Fat,126585095.0,Frozen Foods,1224098,OUT019,1985,Small,Tier 1,Grocery Store,1205098
NCK07,1065.0,Low Fat,4896208.0,Others,1658526,OUT017,2007,Small,Tier 2,Supermarket Type1,39468624
NCP05,196.0,Low Fat,25286583.0,Health and Hygiene,1518024,OUT046,1997,Small,Tier 1,Supermarket Type1,13662216
FDX11,16.0,Regular,106752081.0,Baking Goods,1814634,OUT046,1997,Small,Tier 1,Supermarket Type1,10905804
FDS52,889.0,Low Fat,5485618.0,Frozen Foods,993016,OUT045,2002,Small,Tier 2,Supermarket Type1,6072096
FDB14,2025.0,Regular,102932246.0,Canned,93212,OUT045,2002,Small,Tier 2,Supermarket Type1,1304968
NCY06,588.0,Low Fat,60888514.0,Household,1301968,OUT027,1985,Medium,Tier 3,Supermarket Type3,15659616
FDS45,5175.0,Regular,29662795.0,Snack Foods,1052622,OUT017,2007,Small,Tier 2,Supermarket Type1,23289684
DRF23,461.0,Low Fat,65207489.39593909,Hard Drinks,1738396,OUT046,1997,Small,Tier 1,Supermarket Type1,12210772
FDD33,206.0,Low Fat,67329353.55021834,Fruits and Vegetables,2319642,OUT027,1985,Medium,Tier 3,Supermarket Type3,6970926
NCA53,11395.0,Low Fat,9918699.0,Health and Hygiene,494034,OUT018,2009,Medium,Tier 3,Supermarket Type2,7776544
FDC46,177.0,Low Fat,116520447.0,Snack Foods,1860266,OUT035,2004,Small,Tier 2,Supermarket Type1,29508256
NCW41,18.0,Low Fat,15447454.0,Health and Hygiene,1592604,OUT035,2004,Small,Tier 2,Supermarket Type1,396151
FDZ39,197.0,Regular,18098194.0,Meat,104599,OUT018,2009,Medium,Tier 3,Supermarket Type2,309597
FDE51,5925.0,Regular,97012989.0,Dairy,429086,OUT017,2007,Small,Tier 2,Supermarket Type1,7583462
FDG32,206.0,Low Fat,17514326.0,Fruits and Vegetables,2223772,OUT027,1985,Medium,Tier 3,Supermarket Type3,95622196
NCK07,1065.0,Low Fat,48785427.0,Others,1639526,OUT045,2002,Small,Tier 2,Supermarket Type1,1644526
NCQ41,148.0,Low Fat,19476708.0,Health and Hygiene,1930794,OUT035,2004,Small,Tier 2,Supermarket Type1,3901588
FDL36,151.0,Low Fat,76229769.0,Baking Goods,90483,OUT045,2002,Small,Tier 2,Supermarket Type1,1617894
FDQ26,135.0,Regular,69237959.17391305,Dairy,578562,OUT049,1999,Medium,Tier 1,Supermarket Type1,7110744
FDR02,167.0,Low Fat,22190488.0,Dairy,1131886,OUT017,2007,Small,Tier 2,Supermarket Type1,3335658
FDV59,1335.0,Low Fat,61247609.04273504,Breads,2176166,OUT018,2009,Medium,Tier 3,Supermarket Type2,3265749
FDZ33,10195.0,Low Fat,65093851.71466431,Snack Foods,1472076,OUT010,1998,Small,Tier 3,Grocery Store,739038
NCT41,157.0,Low Fat,5610384.0,Health and Hygiene,1535024,OUT045,2002,Small,Tier 2,Supermarket Type1,25806408
FDB17,1315.0,Low Fat,61381589.0,Frozen Foods,1799976,OUT010,1998,Small,Tier 3,Grocery Store,1810976
FDN44,1315.0,Low Fat,22795611.0,Fruits and Vegetables,160192,OUT046,1997,Small,Tier 1,Supermarket Type1,159792
FDE45,121.0,Low Fat,40323731.0,Fruits and Vegetables,1800002,OUT013,1987,High,Tier 3,Supermarket Type1,46566052
FDG47,128.0,Low Fat,70012633.0,Starchy Foods,2628252,OUT017,2007,Small,Tier 2,Supermarket Type1,28855772
NCP02,588.0,Low Fat,44591774.0,Household,596562,OUT027,1985,Medium,Tier 3,Supermarket Type3,21924794
FDW02,4805.0,Regular,37699423.0,Dairy,1255704,OUT046,1997,Small,Tier 1,Supermarket Type1,38802824
NCM53,1875.0,Low Fat,52040915.0,Health and Hygiene,105728,OUT046,1997,Small,Tier 1,Supermarket Type1,2024032
FDD47,76.0,Regular,142292265.0,Starchy Foods,1713448,OUT013,1987,High,Tier 3,Supermarket Type1,32384512
FDE28,95.0,Regular,132521929.0,Frozen Foods,2286668,OUT035,2004,Small,Tier 2,Supermarket Type1,41466024
FDV12,167.0,Regular,61122656.0,Baking Goods,1000384,OUT018,2009,Medium,Tier 3,Supermarket Type2,246346
FDE36,526.0,Regular,41942549.0,Baking Goods,1654868,OUT018,2009,Medium,Tier 3,Supermarket Type2,22930152
FDU45,156.0,Regular,35506142.0,Snack Foods,1124518,OUT046,1997,Small,Tier 1,Supermarket Type1,33017022
FDP28,1365.0,Regular,80573371.0,Frozen Foods,2601936,OUT013,1987,High,Tier 3,Supermarket Type1,3914904
FDH33,1285.0,Low Fat,121972274.0,Snack Foods,431428,OUT045,2002,Small,Tier 2,Supermarket Type1,7030848
FDO44,126.0,Low Fat,87436672.0,Fruits and Vegetables,1099228,OUT035,2004,Small,Tier 2,Supermarket Type1,6631368
FDR07,206.0,Low Fat,136119549.0,Fruits and Vegetables,941094,OUT019,1985,Small,Tier 1,Grocery Store,1904188
FDJ45,1775.0,Low Fat,73396761.0,Seafood,351216,OUT035,2004,Small,Tier 2,Supermarket Type1,8309184
FDS59,148.0,Regular,73468631.0,Breads,110857,OUT010,1998,Small,Tier 3,Grocery Store,329571
FDU34,1825.0,Low Fat,75132353.0,Snack Foods,1259046,OUT013,1987,High,Tier 3,Supermarket Type1,23655874
NCL06,1465.0,Low Fat,120624771.0,Household,2617594,OUT010,1998,Small,Tier 3,Grocery Store,5233188
FDR37,165.0,Regular,110888167.0,Breakfast,1816292,OUT010,1998,Small,Tier 3,Grocery Store,10945752
NCM53,1875.0,Low Fat,52252908.0,Health and Hygiene,105728,OUT018,2009,Medium,Tier 3,Supermarket Type2,1704448
DRG25,105.0,Low Fat,19046089.0,Soft Drinks,188424,OUT035,2004,Small,Tier 2,Supermarket Type1,2237088
DRE25,1535.0,Low Fat,73397129.0,Soft Drinks,91912,OUT049,1999,Medium,Tier 1,Supermarket Type1,2609936
FDZ45,141.0,Low Fat,67011609.0,Snack Foods,1971084,OUT045,2002,Small,Tier 2,Supermarket Type1,21824924
NCV53,827.0,Low Fat,31490111.0,Health and Hygiene,239088,OUT010,1998,Small,Tier 3,Grocery Store,719064
FDR55,1215.0,Regular,132621594.0,Fruits and Vegetables,1901872,OUT018,2009,Medium,Tier 3,Supermarket Type2,3781744
FDS47,655.0,Low Fat,61247609.04273504,Breads,876856,OUT027,1985,Medium,Tier 3,Supermarket Type3,18455976
DRG27,8895.0,Low Fat,105110692.0,Dairy,411138,OUT046,1997,Small,Tier 1,Supermarket Type1,6904346
FDA02,14.0,Regular,2976887.0,Dairy,1454786,OUT049,1999,Medium,Tier 1,Supermarket Type1,13003074
FDF45,182.0,Regular,12229464.0,Fruits and Vegetables,568904,OUT045,2002,Small,Tier 2,Supermarket Type1,14061696
FDZ58,1785.0,Low Fat,52176861.0,Snack Foods,1228072,OUT046,1997,Small,Tier 1,Supermarket Type1,8575504
NCH30,171.0,Low Fat,6725846.0,Household,115186,OUT049,1999,Medium,Tier 1,Supermarket Type1,2490092
FDN03,98.0,Regular,25257508.0,Meat,2485408,OUT010,1998,Small,Tier 3,Grocery Store,7510224
FDH12,96.0,Low Fat,85085743.0,Baking Goods,105128,OUT049,1999,Medium,Tier 1,Supermarket Type1,106528
NCH54,135.0,Low Fat,12163321.0,Household,161692,OUT010,1998,Small,Tier 3,Grocery Store,159792
DRH01,175.0,Low Fat,98102581.0,Soft Drinks,1729738,OUT045,2002,Small,Tier 2,Supermarket Type1,4344345
FDX01,197.0,Low Fat,24047319.0,Canned,115515,OUT027,1985,Medium,Tier 3,Supermarket Type3,1980755
FDD34,7945.0,Low Fat,1596609.0,Snack Foods,163521,OUT017,2007,Small,Tier 2,Supermarket Type1,1794331
FDC53,751.5,Low Fat,8792907.0,Frozen Foods,967384,OUT027,1985,Medium,Tier 3,Supermarket Type3,2956152
FDO28,5765.0,Low Fat,72238195.0,Frozen Foods,1200098,OUT013,1987,High,Tier 3,Supermarket Type1,16871372
DRJ51,141.0,Low Fat,8849163.0,Dairy,2311668,OUT017,2007,Small,Tier 2,Supermarket Type1,76021044
FDD14,207.0,Low Fat,170500183.0,Canned,1841266,OUT018,2009,Medium,Tier 3,Supermarket Type2,16598394
FDW35,106.0,Low Fat,11134397.0,Breads,428454,OUT018,2009,Medium,Tier 3,Supermarket Type2,1677816
NCH18,93.0,Low Fat,44730667.0,Household,2451802,OUT049,1999,Medium,Tier 1,Supermarket Type1,2456802
FDK20,126.0,Regular,4179272.0,Fruits and Vegetables,1220072,OUT017,2007,Small,Tier 2,Supermarket Type1,13475792
FDY47,86.0,Regular,54484461.0,Breads,130131,OUT046,1997,Small,Tier 1,Supermarket Type1,1557972
FDG32,1985.0,Low Fat,175849067.0,Fruits and Vegetables,2220772,OUT013,1987,High,Tier 3,Supermarket Type1,20013948
FDC20,1065.0,Low Fat,24069113.0,Fruits and Vegetables,562272,OUT018,2009,Medium,Tier 3,Supermarket Type2,559272
NCS29,9.0,Low Fat,6953231.0,Health and Hygiene,2665884,OUT035,2004,Small,Tier 2,Supermarket Type1,662471
FDG53,10.0,Low Fat,45848263.0,Frozen Foods,138518,OUT035,2004,Small,Tier 2,Supermarket Type1,2237088
FDV26,2025.0,Regular,76160451.0,Dairy,1962794,OUT046,1997,Small,Tier 1,Supermarket Type1,27311116
FDE40,156.0,Regular,99704558.0,Dairy,631194,OUT017,2007,Small,Tier 2,Supermarket Type1,13003074
FDM02,125.0,Regular,73735058.0,Canned,871198,OUT046,1997,Small,Tier 1,Supermarket Type1,16571762
FDU11,4785.0,Low Fat,931174.0,Breads,1186098,OUT017,2007,Small,Tier 2,Supermarket Type1,3615294
FDB51,692.0,Low Fat,38446805.0,Dairy,635852,OUT035,2004,Small,Tier 2,Supermarket Type1,7510224
FDQ03,15.0,Regular,78172471.0,Meat,2388248,OUT045,2002,Small,Tier 2,Supermarket Type1,3555372
DRK35,8365.0,Low Fat,71992202.0,Hard Drinks,383506,OUT045,2002,Small,Tier 2,Supermarket Type1,9867156
FDZ32,7785.0,Regular,38210084.0,Fruits and Vegetables,1038964,OUT045,2002,Small,Tier 2,Supermarket Type1,9467676
FDU38,108.0,Low Fat,824812.0,Dairy,1916504,OUT013,1987,High,Tier 3,Supermarket Type1,24927552
DRM11,657.0,Low Fat,66069578.0,Hard Drinks,2610278,OUT046,1997,Small,Tier 1,Supermarket Type1,41652448
FDS36,838.0,Regular,46848322.0,Baking Goods,110557,OUT013,1987,High,Tier 3,Supermarket Type1,3844995
FDO52,116.0,Regular,77164595.0,Frozen Foods,1725106,OUT046,1997,Small,Tier 1,Supermarket Type1,2566659
FDA04,113.0,Regular,66833743.0,Frozen Foods,2572962,OUT049,1999,Medium,Tier 1,Supermarket Type1,23309658
NCE31,767.0,Low Fat,185596553.0,Household,357216,OUT018,2009,Medium,Tier 3,Supermarket Type2,692432
FDC33,896.0,Regular,68925304.0,Fruits and Vegetables,1969768,OUT035,2004,Small,Tier 2,Supermarket Type1,27590752
FDS33,667.0,Regular,12367891.0,Snack Foods,889514,OUT045,2002,Small,Tier 2,Supermarket Type1,885514
NCJ05,187.0,Low Fat,46348967.0,Health and Hygiene,1536682,OUT017,2007,Small,Tier 2,Supermarket Type1,16771502
FDN51,1785.0,Regular,21065311.0,Meat,2615936,OUT017,2007,Small,Tier 2,Supermarket Type1,60028528
FDZ10,742.0,Low Fat,77849833.0,Snack Foods,127202,OUT019,1985,Small,Tier 1,Grocery Store,506008
NCQ30,7725.0,Low Fat,29236727.0,Household,1238414,OUT017,2007,Small,Tier 2,Supermarket Type1,13402554
FDL09,196.0,Regular,127929521.0,Snack Foods,1674816,OUT013,1987,High,Tier 3,Supermarket Type1,36911952
FDU03,187.0,Regular,91560606.0,Meat,1823292,OUT035,2004,Small,Tier 2,Supermarket Type1,38310132
FDQ32,206.0,Regular,81605462.0,Fruits and Vegetables,1223388,OUT019,1985,Small,Tier 1,Grocery Store,3715164
FDI38,1335.0,Regular,14626901.0,Canned,2077638,OUT046,1997,Small,Tier 1,Supermarket Type1,35200846
FDE36,526.0,Regular,41837331.0,Baking Goods,1618868,OUT049,1999,Medium,Tier 1,Supermarket Type1,50773908
FDY02,8945.0,Regular,88002959.0,Dairy,261391,OUT018,2009,Medium,Tier 3,Supermarket Type2,1840937
NCA17,206.0,Low Fat,4551031.0,Health and Hygiene,1496392,OUT045,2002,Small,Tier 2,Supermarket Type1,8948352
DRJ25,146.0,Low Fat,150801606.0,Soft Drinks,487692,OUT049,1999,Medium,Tier 1,Supermarket Type1,123173
FDI26,594.0,Low Fat,3495749.0,Canned,1771344,OUT045,2002,Small,Tier 2,Supermarket Type1,28549504
FDT50,675.0,Regular,108458498.0,Dairy,969752,OUT045,2002,Small,Tier 2,Supermarket Type1,958752
FDR02,167.0,Low Fat,22155562.0,Dairy,1095886,OUT018,2009,Medium,Tier 3,Supermarket Type2,10006974
NCY05,135.0,Low Fat,55301055.0,Health and Hygiene,346874,OUT017,2007,Small,Tier 2,Supermarket Type1,3175866
FDI50,842.0,Regular,30816999.0,Canned,2308352,OUT013,1987,High,Tier 3,Supermarket Type1,3435528
FDW56,768.0,Low Fat,711891.0,Fruits and Vegetables,1933162,OUT018,2009,Medium,Tier 3,Supermarket Type2,5772486
FDS32,1775.0,Regular,29821648.0,Fruits and Vegetables,1399838,OUT017,2007,Small,Tier 2,Supermarket Type1,11238704
FDT48,492.0,Low Fat,46142232.0,Baking Goods,1991084,OUT018,2009,Medium,Tier 3,Supermarket Type2,47618016
FDU57,827.0,Regular,89735804.0,Snack Foods,1487708,OUT045,2002,Small,Tier 2,Supermarket Type1,27084744
FDL51,207.0,Regular,4745185.0,Dairy,2146876,OUT013,1987,High,Tier 3,Supermarket Type1,30014264
FDO52,116.0,Regular,77150004.0,Frozen Foods,1702106,OUT035,2004,Small,Tier 2,Supermarket Type1,18822166
FDS57,742.0,Low Fat,181114059.0,Snack Foods,141647,OUT019,1985,Small,Tier 1,Grocery Store,429441
FDR22,1935.0,Regular,18562604.0,Snack Foods,1105544,OUT046,1997,Small,Tier 1,Supermarket Type1,15659616
FDB57,2025.0,Regular,18789455.0,Fruits and Vegetables,2220772,OUT013,1987,High,Tier 3,Supermarket Type1,31132808
FDA04,113.0,Regular,66674465.0,Frozen Foods,2591962,OUT013,1987,High,Tier 3,Supermarket Type1,5179924
FDM09,1115.0,Regular,143831787.0,Snack Foods,169979,OUT010,1998,Small,Tier 3,Grocery Store,169779
NCQ38,906.0,Low Fat,23402893.0,Others,108228,OUT019,1985,Small,Tier 1,Grocery Store,213056
FDP52,187.0,Regular,70979698.0,Frozen Foods,229501,OUT018,2009,Medium,Tier 3,Supermarket Type2,1607907
DRK11,801.0,Low Fat,18847114.0,Hard Drinks,1480392,OUT019,1985,Small,Tier 1,Grocery Store,4474176
FDN40,588.0,Low Fat,86945823.0,Frozen Foods,1529998,OUT017,2007,Small,Tier 2,Supermarket Type1,36911952
FDV58,2085.0,Low Fat,121438886.0,Snack Foods,1961452,OUT049,1999,Medium,Tier 1,Supermarket Type1,15659616
DRA59,827.0,Regular,65169154.35036496,Soft Drinks,1832924,OUT017,2007,Small,Tier 2,Supermarket Type1,24062012
FDE23,176.0,Regular,53288857.0,Starchy Foods,47306,OUT045,2002,Small,Tier 2,Supermarket Type1,605878
FDI08,182.0,Regular,66431507.0,Fruits and Vegetables,2501092,OUT045,2002,Small,Tier 2,Supermarket Type1,42331564
FDE09,206.0,Low Fat,37824735.0,Fruits and Vegetables,1097228,OUT019,1985,Small,Tier 1,Grocery Store,3315684
FDG09,206.0,Regular,47936284.0,Fruits and Vegetables,1857556,OUT046,1997,Small,Tier 1,Supermarket Type1,39428676
FDS57,155.0,Low Fat,103356186.0,Snack Foods,142847,OUT013,1987,High,Tier 3,Supermarket Type1,1574617
FDW15,1535.0,Regular,55067732.0,Meat,1465734,OUT013,1987,High,Tier 3,Supermarket Type1,23755744
FDH56,98.0,Regular,63916425.0,Fruits and Vegetables,1171492,OUT049,1999,Medium,Tier 1,Supermarket Type1,27803808
FDM36,1165.0,Regular,59063036.0,Baking Goods,1720422,OUT017,2007,Small,Tier 2,Supermarket Type1,13795376
NCQ38,1635.0,Low Fat,13442036.0,Others,104528,OUT017,2007,Small,Tier 2,Supermarket Type1,106528
DRE48,696.0,Low Fat,1724183.0,Soft Drinks,1970768,OUT027,1985,Medium,Tier 3,Supermarket Type3,8868456
FDP33,187.0,Low Fat,89777214.0,Snack Foods,2564672,OUT017,2007,Small,Tier 2,Supermarket Type1,53690112
FDI33,165.0,Low Fat,28418817.0,Snack Foods,928146,OUT046,1997,Small,Tier 1,Supermarket Type1,20979358
FDO16,548.0,Low Fat,15108194.0,Frozen Foods,83725,OUT046,1997,Small,Tier 1,Supermarket Type1,116515
FDW34,96.0,Low Fat,35780385.0,Snack Foods,241317,OUT017,2007,Small,Tier 2,Supermarket Type1,3645255
FDM22,742.0,Regular,73462632.0,Snack Foods,52364,OUT019,1985,Small,Tier 1,Grocery Store,53264
NCO07,906.0,Low Fat,9816092.0,Others,211856,OUT018,2009,Medium,Tier 3,Supermarket Type2,3621952
FDC44,156.0,Low Fat,172946916.0,Fruits and Vegetables,1141518,OUT045,2002,Small,Tier 2,Supermarket Type1,18216288
DRB48,1675.0,Regular,24892129.0,Soft Drinks,378822,OUT049,1999,Medium,Tier 1,Supermarket Type1,589233
NCV29,118.0,Low Fat,22824491.0,Health and Hygiene,1770686,OUT013,1987,High,Tier 3,Supermarket Type1,30220662
FDE28,95.0,Regular,64515372.33913043,Frozen Foods,2313668,OUT013,1987,High,Tier 3,Supermarket Type1,575917
FDP49,9.0,Regular,69229076.0,Breakfast,559614,OUT045,2002,Small,Tier 2,Supermarket Type1,3868298
FDX59,10195.0,Low Fat,51766042.0,Breads,345558,OUT045,2002,Small,Tier 2,Supermarket Type1,4414254
FDN60,151.0,Low Fat,95140088.0,Baking Goods,1599604,OUT035,2004,Small,Tier 2,Supermarket Type1,28522872
DRC36,13.0,Regular,44976367.0,Soft Drinks,1762054,OUT035,2004,Small,Tier 2,Supermarket Type1,12257378
FDE02,197.0,Low Fat,212293753.0,Canned,922778,OUT019,1985,Small,Tier 1,Grocery Store,469389
NCU29,196.0,Low Fat,25354072.0,Health and Hygiene,144476,OUT027,1985,Medium,Tier 3,Supermarket Type3,36619
NCQ17,103.0,Low Fat,195721125.0,Health and Hygiene,156463,OUT010,1998,Small,Tier 3,Grocery Store,312926
DRD12,696.0,Low Fat,77508015.0,Soft Drinks,923146,OUT018,2009,Medium,Tier 3,Supermarket Type2,10945752
FDV45,1675.0,Low Fat,45009952.0,Snack Foods,1868556,OUT013,1987,High,Tier 3,Supermarket Type1,24408228
FDZ02,638.0,Regular,37962696.0,Dairy,975726,OUT027,1985,Medium,Tier 3,Supermarket Type3,978726
FDW26,638.0,Regular,187443314.0,Dairy,2204772,OUT019,1985,Small,Tier 1,Grocery Store,4447544
FDN40,588.0,Low Fat,86384841.0,Frozen Foods,1532998,OUT013,1987,High,Tier 3,Supermarket Type1,21531972
FDR19,206.0,Regular,158947217.0,Fruits and Vegetables,1455102,OUT027,1985,Medium,Tier 3,Supermarket Type3,59782182
FDD50,1885.0,Low Fat,141615436.0,Canned,1690132,OUT035,2004,Small,Tier 2,Supermarket Type1,18602452
NCD18,16.0,Low Fat,60721772.89639115,Household,2288668,OUT046,1997,Small,Tier 1,Supermarket Type1,16125676
FDA34,115.0,Low Fat,1484819.0,Starchy Foods,172108,OUT013,1987,High,Tier 3,Supermarket Type1,2077296
FDR33,731.0,Low Fat,26843265.0,Snack Foods,109757,OUT045,2002,Small,Tier 2,Supermarket Type1,1208427
FDD39,167.0,Low Fat,70154899.0,Dairy,218185,OUT046,1997,Small,Tier 1,Supermarket Type1,519324
FDR13,9895.0,Regular,28765486.0,Canned,1153492,OUT049,1999,Medium,Tier 1,Supermarket Type1,12743412
FDA39,617.0,Low Fat,12656359.0,Meat,378822,OUT027,1985,Medium,Tier 3,Supermarket Type3,10213372
FDN01,8895.0,Low Fat,83125579.75700934,Breakfast,178437,OUT046,1997,Small,Tier 1,Supermarket Type1,1235059
FDU04,793.0,Low Fat,5547386.0,Frozen Foods,1215414,OUT035,2004,Small,Tier 2,Supermarket Type1,13402554
FDV10,7645.0,Regular,65093851.71466431,Snack Foods,417112,OUT045,2002,Small,Tier 2,Supermarket Type1,852224
NCB30,146.0,Low Fat,2575512.0,Household,1996084,OUT045,2002,Small,Tier 2,Supermarket Type1,37697596
FDB38,197.0,Regular,27214272.0,Canned,159692,OUT027,1985,Medium,Tier 3,Supermarket Type3,3515424
FDB22,802.0,Low Fat,111666665.0,Snack Foods,1552998,OUT045,2002,Small,Tier 2,Supermarket Type1,12303984
NCS30,5945.0,Low Fat,93026207.0,Household,1287652,OUT046,1997,Small,Tier 1,Supermarket Type1,5166608
FDK14,698.0,Low Fat,41189152.0,Canned,828934,OUT045,2002,Small,Tier 2,Supermarket Type1,818934
DRJ35,101.0,Low Fat,46584552.0,Hard Drinks,612878,OUT046,1997,Small,Tier 1,Supermarket Type1,12723438
FDX19,191.0,Low Fat,97280981.0,Fruits and Vegetables,2326958,OUT017,2007,Small,Tier 2,Supermarket Type1,53750034
FDX60,1435.0,Low Fat,80922439.0,Baking Goods,80096,OUT018,2009,Medium,Tier 3,Supermarket Type2,1278336
FDS01,116.0,Low Fat,17780986.0,Canned,1773686,OUT045,2002,Small,Tier 2,Supermarket Type1,1777686
NCT41,157.0,Low Fat,55979703.0,Health and Hygiene,1519024,OUT035,2004,Small,Tier 2,Supermarket Type1,10626168
DRE27,1185.0,Low Fat,132645493.0,Dairy,969726,OUT035,2004,Small,Tier 2,Supermarket Type1,11744712
FDY45,175.0,Low Fat,26182758.0,Snack Foods,2536356,OUT049,1999,Medium,Tier 1,Supermarket Type1,5086712
FDB56,206.0,Regular,67329353.55021834,Fruits and Vegetables,1882556,OUT027,1985,Medium,Tier 3,Supermarket Type3,469389
FDS36,838.0,Regular,4688734.0,Baking Goods,107957,OUT046,1997,Small,Tier 1,Supermarket Type1,2966139
FDF59,125.0,Low Fat,71354774.0,Starchy Foods,125702,OUT049,1999,Medium,Tier 1,Supermarket Type1,253004
FDD11,1285.0,Low Fat,68672955.93984963,Starchy Foods,254704,OUT035,2004,Small,Tier 2,Supermarket Type1,253004
FDY40,155.0,Regular,86320509.0,Frozen Foods,481692,OUT017,2007,Small,Tier 2,Supermarket Type1,985384
FDA13,197.0,Low Fat,137539574.0,Canned,388506,OUT019,1985,Small,Tier 1,Grocery Store,379506
